pred,pred_subcategory,j_day,value,true_j_day
max_temp,NA,974,-17,1129
snow_cover,NA,974,35,1129
max_temp,NA,975,-13,1130
snow_cover,NA,975,35,1130
max_temp,NA,976,-2,1131
snow_cover,NA,976,34,1131
max_temp,NA,977,-2,1132
snow_cover,NA,977,34,1132
max_temp,NA,978,-15,1133
snow_cover,NA,978,32,1133
max_temp,NA,979,-20,1134
snow_cover,NA,979,32,1134
max_temp,NA,980,-11,1135
snow_cover,NA,980,32,1135
max_temp,NA,981,-13,1136
snow_cover,NA,981,36,1136
max_temp,NA,982,-12,1137
snow_cover,NA,982,35,1137
max_temp,NA,983,-14,1138
snow_cover,NA,983,35,1138
max_temp,NA,984,-15,1139
snow_cover,NA,984,35,1139
max_temp,NA,985,-14,1140
snow_cover,NA,985,37,1140
max_temp,NA,986,-11,1141
snow_cover,NA,986,36,1141
max_temp,NA,987,-8,1142
snow_cover,NA,987,35,1142
max_temp,NA,988,3,1143
snow_cover,NA,988,35,1143
max_temp,NA,989,4,1144
snow_cover,NA,989,33,1144
max_temp,NA,990,10,1145
snow_cover,NA,990,32,1145
max_temp,NA,991,6,1146
snow_cover,NA,991,31,1146
max_temp,NA,992,-4,1147
snow_cover,NA,992,31,1147
max_temp,NA,993,-6,1148
snow_cover,NA,993,32,1148
max_temp,NA,994,-15,1149
snow_cover,NA,994,32,1149
max_temp,NA,995,-21,1150
snow_cover,NA,995,34,1150
max_temp,NA,996,-20,1151
snow_cover,NA,996,34,1151
max_temp,NA,997,-9,1152
snow_cover,NA,997,33,1152
max_temp,NA,998,-11,1153
snow_cover,NA,998,37,1153
max_temp,NA,999,-12.5,1154
snow_cover,NA,999,39,1154
max_temp,NA,1000,-19,1155
snow_cover,NA,1000,40,1155
max_temp,NA,1001,-12,1156
snow_cover,NA,1001,47,1156
max_temp,NA,1002,-15,1157
snow_cover,NA,1002,50,1157
max_temp,NA,1003,-11,1158
snow_cover,NA,1003,47,1158
max_temp,NA,1004,-3,1159
snow_cover,NA,1004,46,1159
max_temp,NA,1005,-2,1160
snow_cover,NA,1005,46,1160
max_temp,NA,1006,-11,1161
snow_cover,NA,1006,47,1161
max_temp,NA,1007,-1,1162
snow_cover,NA,1007,47,1162
max_temp,NA,1008,-2,1163
snow_cover,NA,1008,46,1163
max_temp,NA,1009,4.5,1164
snow_cover,NA,1009,43,1164
max_temp,NA,1010,0.5,1165
snow_cover,NA,1010,42,1165
max_temp,NA,1011,-1,1166
snow_cover,NA,1011,59,1166
max_temp,NA,1012,4,1167
snow_cover,NA,1012,56,1167
max_temp,NA,1013,0,1168
snow_cover,NA,1013,54,1168
max_temp,NA,1014,1,1169
snow_cover,NA,1014,52,1169
max_temp,NA,1015,-4,1170
snow_cover,NA,1015,50,1170
max_temp,NA,1016,-5,1171
snow_cover,NA,1016,53,1171
max_temp,NA,1017,-3,1172
snow_cover,NA,1017,52,1172
max_temp,NA,1018,0,1173
snow_cover,NA,1018,50,1173
max_temp,NA,1019,0,1174
snow_cover,NA,1019,49,1174
max_temp,NA,1020,5,1175
snow_cover,NA,1020,47,1175
max_temp,NA,1021,5.5,1176
snow_cover,NA,1021,46,1176
max_temp,NA,1022,2.5,1177
snow_cover,NA,1022,45,1177
max_temp,NA,1023,2,1178
snow_cover,NA,1023,46,1178
max_temp,NA,1024,2,1179
snow_cover,NA,1024,44,1179
max_temp,NA,1025,2,1180
snow_cover,NA,1025,44,1180
max_temp,NA,1026,4,1181
snow_cover,NA,1026,44,1181
max_temp,NA,1027,3,1182
snow_cover,NA,1027,44,1182
max_temp,NA,1028,6,1183
snow_cover,NA,1028,45,1183
max_temp,NA,1029,-7,1184
snow_cover,NA,1029,43,1184
max_temp,NA,1030,-11,1185
snow_cover,NA,1030,43,1185
max_temp,NA,1031,-9,1186
snow_cover,NA,1031,56,1186
max_temp,NA,1032,-11,1187
snow_cover,NA,1032,55,1187
max_temp,NA,1033,-8,1188
snow_cover,NA,1033,54,1188
max_temp,NA,1034,-6,1189
snow_cover,NA,1034,52,1189
max_temp,NA,1035,-2,1190
snow_cover,NA,1035,52,1190
max_temp,NA,1036,-3,1191
snow_cover,NA,1036,51,1191
max_temp,NA,1037,-2,1192
snow_cover,NA,1037,51,1192
max_temp,NA,1038,5,1193
snow_cover,NA,1038,51,1193
max_temp,NA,1039,6,1194
snow_cover,NA,1039,51,1194
max_temp,NA,1040,11,1195
snow_cover,NA,1040,50,1195
max_temp,NA,1041,5.5,1196
snow_cover,NA,1041,46,1196
max_temp,NA,1042,5,1197
snow_cover,NA,1042,43,1197
max_temp,NA,1043,10,1198
snow_cover,NA,1043,42,1198
max_temp,NA,1044,7,1199
snow_cover,NA,1044,31,1199
max_temp,NA,1045,5,1200
snow_cover,NA,1045,62,1200
max_temp,NA,1046,10,1201
snow_cover,NA,1046,46,1201
max_temp,NA,1047,11,1202
snow_cover,NA,1047,41,1202
max_temp,NA,1048,5,1203
snow_cover,NA,1048,42,1203
max_temp,NA,1049,7,1204
snow_cover,NA,1049,42,1204
max_temp,NA,1050,11,1205
snow_cover,NA,1050,38,1205
max_temp,NA,1051,18,1206
snow_cover,NA,1051,35,1206
max_temp,NA,1052,18.5,1207
snow_cover,NA,1052,26,1207
max_temp,NA,1053,15,1208
snow_cover,NA,1053,24,1208
max_temp,NA,1054,8,1209
snow_cover,NA,1054,15,1209
max_temp,NA,1055,11.5,1210
snow_cover,NA,1055,10,1210
max_temp,NA,1056,16,1211
snow_cover,NA,1056,5,1211
max_temp,NA,1057,20,1212
snow_cover,NA,1057,0,1212
max_temp,NA,1058,17.5,1213
snow_cover,NA,1058,0,1213
max_temp,NA,1059,11,1214
snow_cover,NA,1059,0,1214
max_temp,NA,1060,14,1215
snow_cover,NA,1060,0,1215
max_temp,NA,1061,21,1216
snow_cover,NA,1061,0,1216
max_temp,NA,1062,21,1217
snow_cover,NA,1062,0,1217
max_temp,NA,1063,14,1218
snow_cover,NA,1063,0,1218
max_temp,NA,1064,5.5,1219
snow_cover,NA,1064,0,1219
max_temp,NA,1065,4,1220
snow_cover,NA,1065,1,1220
max_temp,NA,1066,5,1221
snow_cover,NA,1066,8,1221
max_temp,NA,1067,5,1222
snow_cover,NA,1067,0,1222
max_temp,NA,1068,10,1223
snow_cover,NA,1068,0,1223
max_temp,NA,1069,12,1224
snow_cover,NA,1069,0,1224
max_temp,NA,1070,15,1225
snow_cover,NA,1070,0,1225
max_temp,NA,1071,22,1226
snow_cover,NA,1071,0,1226
max_temp,NA,1072,18,1227
snow_cover,NA,1072,0,1227
max_temp,NA,1073,18,1228
snow_cover,NA,1073,0,1228
max_temp,NA,1074,22,1229
snow_cover,NA,1074,0,1229
max_temp,NA,1075,24,1230
snow_cover,NA,1075,0,1230
max_temp,NA,1076,17,1231
snow_cover,NA,1076,0,1231
max_temp,NA,1077,23,1232
snow_cover,NA,1077,0,1232
max_temp,NA,1078,21,1233
snow_cover,NA,1078,0,1233
max_temp,NA,1079,14,1234
snow_cover,NA,1079,0,1234
max_temp,NA,1080,20,1235
snow_cover,NA,1080,0,1235
max_temp,NA,1081,23,1236
snow_cover,NA,1081,0,1236
max_temp,NA,1082,25,1237
snow_cover,NA,1082,0,1237
max_temp,NA,1083,16.5,1238
snow_cover,NA,1083,0,1238
max_temp,NA,1084,25,1239
snow_cover,NA,1084,0,1239
max_temp,NA,1085,14,1240
snow_cover,NA,1085,0,1240
max_temp,NA,1086,13,1241
snow_cover,NA,1086,0,1241
max_temp,NA,1087,11,1242
snow_cover,NA,1087,0,1242
max_temp,NA,1088,14,1243
snow_cover,NA,1088,0,1243
max_temp,NA,1089,15,1244
snow_cover,NA,1089,0,1244
max_temp,NA,1090,21,1245
snow_cover,NA,1090,0,1245
max_temp,NA,1091,22.5,1246
snow_cover,NA,1091,0,1246
max_temp,NA,1092,20,1247
snow_cover,NA,1092,0,1247
max_temp,NA,1093,24,1248
snow_cover,NA,1093,0,1248
max_temp,NA,1094,23,1249
snow_cover,NA,1094,0,1249
max_temp,NA,1095,25,1250
snow_cover,NA,1095,0,1250
max_temp,NA,1096,9.5,1251
snow_cover,NA,1096,0,1251
max_temp,NA,1097,8,1252
snow_cover,NA,1097,0,1252
max_temp,NA,1098,15.5,1253
snow_cover,NA,1098,0,1253
max_temp,NA,1099,18,1254
snow_cover,NA,1099,0,1254
max_temp,NA,1100,19,1255
snow_cover,NA,1100,0,1255
max_temp,NA,1101,19.5,1256
snow_cover,NA,1101,0,1256
max_temp,NA,1102,26,1257
snow_cover,NA,1102,0,1257
max_temp,NA,1103,28.5,1258
snow_cover,NA,1103,0,1258
max_temp,NA,1104,30,1259
snow_cover,NA,1104,0,1259
max_temp,NA,1105,25.5,1260
snow_cover,NA,1105,0,1260
max_temp,NA,1106,24,1261
snow_cover,NA,1106,0,1261
max_temp,NA,1107,23,1262
snow_cover,NA,1107,0,1262
max_temp,NA,1108,23,1263
snow_cover,NA,1108,0,1263
max_temp,NA,1109,26.5,1264
snow_cover,NA,1109,0,1264
max_temp,NA,1110,27,1265
snow_cover,NA,1110,0,1265
max_temp,NA,1111,29.5,1266
snow_cover,NA,1111,0,1266
max_temp,NA,1112,31.5,1267
snow_cover,NA,1112,0,1267
max_temp,NA,1113,24.5,1268
snow_cover,NA,1113,0,1268
max_temp,NA,1114,20.5,1269
snow_cover,NA,1114,0,1269
max_temp,NA,1115,19,1270
snow_cover,NA,1115,0,1270
max_temp,NA,1116,22,1271
snow_cover,NA,1116,0,1271
max_temp,NA,1117,24,1272
snow_cover,NA,1117,0,1272
max_temp,NA,1118,18.5,1273
snow_cover,NA,1118,0,1273
max_temp,NA,1119,23,1274
snow_cover,NA,1119,0,1274
max_temp,NA,1120,23,1275
snow_cover,NA,1120,0,1275
max_temp,NA,1121,20,1276
snow_cover,NA,1121,0,1276
max_temp,NA,1122,25,1277
snow_cover,NA,1122,0,1277
max_temp,NA,1123,16,1278
snow_cover,NA,1123,0,1278
max_temp,NA,1124,16.5,1279
snow_cover,NA,1124,0,1279
max_temp,NA,1125,15,1280
snow_cover,NA,1125,0,1280
max_temp,NA,1126,19.5,1281
snow_cover,NA,1126,0,1281
max_temp,NA,1127,20.5,1282
snow_cover,NA,1127,0,1282
max_temp,NA,1128,22.5,1283
snow_cover,NA,1128,0,1283
max_temp,NA,1129,19,1284
snow_cover,NA,1129,0,1284
max_temp,NA,1130,23,1285
snow_cover,NA,1130,0,1285
max_temp,NA,1131,25.5,1286
snow_cover,NA,1131,0,1286
max_temp,NA,1132,26,1287
snow_cover,NA,1132,0,1287
max_temp,NA,1133,24,1288
snow_cover,NA,1133,0,1288
max_temp,NA,1134,26,1289
snow_cover,NA,1134,0,1289
max_temp,NA,1135,19.5,1290
snow_cover,NA,1135,0,1290
max_temp,NA,1136,17,1291
snow_cover,NA,1136,0,1291
max_temp,NA,1137,20,1292
snow_cover,NA,1137,0,1292
max_temp,NA,1138,22,1293
snow_cover,NA,1138,0,1293
max_temp,NA,1139,21.5,1294
snow_cover,NA,1139,0,1294
max_temp,NA,1140,19,1295
snow_cover,NA,1140,0,1295
max_temp,NA,1141,15.5,1296
snow_cover,NA,1141,0,1296
max_temp,NA,1142,21,1297
snow_cover,NA,1142,0,1297
max_temp,NA,1143,15,1298
snow_cover,NA,1143,0,1298
max_temp,NA,1144,21.5,1299
snow_cover,NA,1144,0,1299
max_temp,NA,1145,22.5,1300
snow_cover,NA,1145,0,1300
max_temp,NA,1146,24,1301
snow_cover,NA,1146,0,1301
max_temp,NA,1147,24.5,1302
snow_cover,NA,1147,0,1302
max_temp,NA,1148,25.5,1303
snow_cover,NA,1148,0,1303
max_temp,NA,1149,23.5,1304
snow_cover,NA,1149,0,1304
max_temp,NA,1150,28.5,1305
snow_cover,NA,1150,0,1305
max_temp,NA,1151,28,1306
snow_cover,NA,1151,0,1306
max_temp,NA,1152,25.5,1307
snow_cover,NA,1152,0,1307
max_temp,NA,1153,23.5,1308
snow_cover,NA,1153,0,1308
max_temp,NA,1154,16,1309
snow_cover,NA,1154,0,1309
max_temp,NA,1155,12,1310
snow_cover,NA,1155,0,1310
max_temp,NA,1156,22,1311
snow_cover,NA,1156,0,1311
max_temp,NA,1157,23,1312
snow_cover,NA,1157,0,1312
max_temp,NA,1158,22,1313
snow_cover,NA,1158,0,1313
max_temp,NA,1159,22,1314
snow_cover,NA,1159,0,1314
max_temp,NA,1160,23,1315
snow_cover,NA,1160,0,1315
max_temp,NA,1161,23.5,1316
snow_cover,NA,1161,0,1316
max_temp,NA,1162,26.5,1317
snow_cover,NA,1162,0,1317
max_temp,NA,1163,18,1318
snow_cover,NA,1163,0,1318
max_temp,NA,1164,19,1319
snow_cover,NA,1164,0,1319
max_temp,NA,1165,20,1320
snow_cover,NA,1165,0,1320
max_temp,NA,1166,11.5,1321
snow_cover,NA,1166,0,1321
max_temp,NA,1167,14,1322
snow_cover,NA,1167,0,1322
max_temp,NA,1168,20.5,1323
snow_cover,NA,1168,0,1323
max_temp,NA,1169,23.5,1324
snow_cover,NA,1169,0,1324
max_temp,NA,1170,22,1325
snow_cover,NA,1170,0,1325
max_temp,NA,1171,21,1326
snow_cover,NA,1171,0,1326
max_temp,NA,1172,24,1327
snow_cover,NA,1172,0,1327
max_temp,NA,1173,22.5,1328
snow_cover,NA,1173,0,1328
max_temp,NA,1174,18.5,1329
snow_cover,NA,1174,0,1329
max_temp,NA,1175,19.5,1330
snow_cover,NA,1175,0,1330
max_temp,NA,1176,17.5,1331
snow_cover,NA,1176,0,1331
max_temp,NA,1177,10.5,1332
snow_cover,NA,1177,0,1332
max_temp,NA,1178,11.5,1333
snow_cover,NA,1178,0,1333
max_temp,NA,1179,14.5,1334
snow_cover,NA,1179,0,1334
max_temp,NA,1180,15,1335
snow_cover,NA,1180,0,1335
max_temp,NA,1181,11,1336
snow_cover,NA,1181,0,1336
max_temp,NA,1182,10,1337
snow_cover,NA,1182,0,1337
max_temp,NA,1183,17.5,1338
snow_cover,NA,1183,0,1338
max_temp,NA,1184,17,1339
snow_cover,NA,1184,0,1339
max_temp,NA,1185,24.5,1340
snow_cover,NA,1185,0,1340
max_temp,NA,1186,23,1341
snow_cover,NA,1186,0,1341
max_temp,NA,1187,9.5,1342
snow_cover,NA,1187,0,1342
max_temp,NA,1188,12,1343
snow_cover,NA,1188,0,1343
max_temp,NA,1189,21,1344
snow_cover,NA,1189,0,1344
max_temp,NA,1190,23.5,1345
snow_cover,NA,1190,0,1345
max_temp,NA,1191,21,1346
snow_cover,NA,1191,0,1346
max_temp,NA,1192,22.5,1347
snow_cover,NA,1192,0,1347
max_temp,NA,1193,14,1348
snow_cover,NA,1193,0,1348
max_temp,NA,1194,13,1349
snow_cover,NA,1194,0,1349
max_temp,NA,1195,7,1350
snow_cover,NA,1195,0,1350
max_temp,NA,1196,10.5,1351
snow_cover,NA,1196,0,1351
max_temp,NA,1197,14,1352
snow_cover,NA,1197,0,1352
max_temp,NA,1198,16.5,1353
snow_cover,NA,1198,0,1353
max_temp,NA,1199,18.5,1354
snow_cover,NA,1199,0,1354
max_temp,NA,1200,23,1355
snow_cover,NA,1200,0,1355
max_temp,NA,1201,20,1356
snow_cover,NA,1201,0,1356
max_temp,NA,1202,21.5,1357
snow_cover,NA,1202,0,1357
max_temp,NA,1203,23,1358
snow_cover,NA,1203,0,1358
max_temp,NA,1204,21.5,1359
snow_cover,NA,1204,0,1359
max_temp,NA,1205,20,1360
snow_cover,NA,1205,0,1360
max_temp,NA,1206,22,1361
snow_cover,NA,1206,0,1361
max_temp,NA,1207,24,1362
snow_cover,NA,1207,0,1362
max_temp,NA,1208,16,1363
snow_cover,NA,1208,0,1363
max_temp,NA,1209,7,1364
snow_cover,NA,1209,0,1364
max_temp,NA,1210,10.5,1365
snow_cover,NA,1210,0,1365
max_temp,NA,1211,5.5,1366
snow_cover,NA,1211,0,1366
max_temp,NA,1212,8.5,1367
snow_cover,NA,1212,0,1367
max_temp,NA,1213,14.5,1368
snow_cover,NA,1213,0,1368
max_temp,NA,1214,17,1369
snow_cover,NA,1214,0,1369
max_temp,NA,1215,12.5,1370
snow_cover,NA,1215,0,1370
max_temp,NA,1216,5,1371
snow_cover,NA,1216,0,1371
max_temp,NA,1217,11,1372
snow_cover,NA,1217,0,1372
max_temp,NA,1218,12,1373
snow_cover,NA,1218,0,1373
max_temp,NA,1219,11.5,1374
snow_cover,NA,1219,0,1374
max_temp,NA,1220,14,1375
snow_cover,NA,1220,0,1375
max_temp,NA,1221,11,1376
snow_cover,NA,1221,0,1376
max_temp,NA,1222,13.5,1377
snow_cover,NA,1222,0,1377
max_temp,NA,1223,21,1378
snow_cover,NA,1223,0,1378
max_temp,NA,1224,17,1379
snow_cover,NA,1224,0,1379
max_temp,NA,1225,18.5,1380
snow_cover,NA,1225,0,1380
max_temp,NA,1226,23.5,1381
snow_cover,NA,1226,0,1381
max_temp,NA,1227,17,1382
snow_cover,NA,1227,0,1382
max_temp,NA,1228,13,1383
snow_cover,NA,1228,0,1383
max_temp,NA,1229,10,1384
snow_cover,NA,1229,0,1384
max_temp,NA,1230,0.5,1385
snow_cover,NA,1230,0,1385
max_temp,NA,1231,-3,1386
snow_cover,NA,1231,0,1386
max_temp,NA,1232,2.5,1387
snow_cover,NA,1232,0,1387
max_temp,NA,1233,8.5,1388
snow_cover,NA,1233,0,1388
max_temp,NA,1234,12,1389
snow_cover,NA,1234,0,1389
max_temp,NA,1235,14.5,1390
snow_cover,NA,1235,0,1390
max_temp,NA,1236,16,1391
snow_cover,NA,1236,0,1391
max_temp,NA,1237,16.5,1392
snow_cover,NA,1237,0,1392
max_temp,NA,1238,17,1393
snow_cover,NA,1238,0,1393
max_temp,NA,1239,15,1394
snow_cover,NA,1239,0,1394
max_temp,NA,1240,10,1395
snow_cover,NA,1240,0,1395
max_temp,NA,1241,12.5,1396
snow_cover,NA,1241,0,1396
max_temp,NA,1242,3,1397
snow_cover,NA,1242,0,1397
max_temp,NA,1243,7,1398
snow_cover,NA,1243,0,1398
max_temp,NA,1244,8,1399
snow_cover,NA,1244,0,1399
max_temp,NA,1245,2,1400
snow_cover,NA,1245,0,1400
max_temp,NA,1246,0,1401
snow_cover,NA,1246,0,1401
max_temp,NA,1247,1,1402
snow_cover,NA,1247,0,1402
max_temp,NA,1248,4.5,1403
snow_cover,NA,1248,0,1403
max_temp,NA,1249,9,1404
snow_cover,NA,1249,0,1404
max_temp,NA,1250,0,1405
snow_cover,NA,1250,0,1405
max_temp,NA,1251,-3,1406
snow_cover,NA,1251,0,1406
max_temp,NA,1252,-3.5,1407
snow_cover,NA,1252,0,1407
max_temp,NA,1253,2,1408
snow_cover,NA,1253,0,1408
max_temp,NA,1254,1,1409
snow_cover,NA,1254,0,1409
max_temp,NA,1255,-10,1410
snow_cover,NA,1255,1,1410
max_temp,NA,1256,-7,1411
snow_cover,NA,1256,1,1411
max_temp,NA,1257,-3.5,1412
snow_cover,NA,1257,1,1412
max_temp,NA,1258,3,1413
snow_cover,NA,1258,1,1413
max_temp,NA,1259,2.5,1414
snow_cover,NA,1259,1,1414
max_temp,NA,1260,-3,1415
snow_cover,NA,1260,1,1415
max_temp,NA,1261,-3,1416
snow_cover,NA,1261,0,1416
max_temp,NA,1262,-12,1417
snow_cover,NA,1262,1,1417
max_temp,NA,1263,-18,1418
snow_cover,NA,1263,9,1418
max_temp,NA,1264,-20,1419
snow_cover,NA,1264,10,1419
max_temp,NA,1265,-19.5,1420
snow_cover,NA,1265,9,1420
max_temp,NA,1266,-11.5,1421
snow_cover,NA,1266,7,1421
max_temp,NA,1267,-7.5,1422
snow_cover,NA,1267,7,1422
max_temp,NA,1268,-14.5,1423
snow_cover,NA,1268,7,1423
max_temp,NA,1269,-16,1424
snow_cover,NA,1269,7,1424
max_temp,NA,1270,-11,1425
snow_cover,NA,1270,7,1425
max_temp,NA,1271,-2,1426
snow_cover,NA,1271,7,1426
max_temp,NA,1272,-1,1427
snow_cover,NA,1272,7,1427
max_temp,NA,1273,-3,1428
snow_cover,NA,1273,6,1428
max_temp,NA,1274,-8.5,1429
snow_cover,NA,1274,6,1429
max_temp,NA,1275,-5,1430
snow_cover,NA,1275,6,1430
max_temp,NA,1276,-4,1431
snow_cover,NA,1276,6,1431
max_temp,NA,1277,-4.5,1432
snow_cover,NA,1277,6,1432
max_temp,NA,1278,-2,1433
snow_cover,NA,1278,6,1433
max_temp,NA,1279,-7.5,1434
snow_cover,NA,1279,6,1434
max_temp,NA,1280,-14.5,1435
snow_cover,NA,1280,6,1435
max_temp,NA,1281,-20,1436
snow_cover,NA,1281,8,1436
max_temp,NA,1282,0,1437
snow_cover,NA,1282,8,1437
max_temp,NA,1283,-3.5,1438
snow_cover,NA,1283,8,1438
max_temp,NA,1284,-5.5,1439
snow_cover,NA,1284,7,1439
max_temp,NA,1285,-6,1440
snow_cover,NA,1285,7,1440
max_temp,NA,1286,-2.5,1441
snow_cover,NA,1286,7,1441
max_temp,NA,1287,-3.5,1442
snow_cover,NA,1287,7,1442
max_temp,NA,1288,-3,1443
snow_cover,NA,1288,7,1443
max_temp,NA,1289,2,1444
snow_cover,NA,1289,7,1444
max_temp,NA,1290,-1,1445
snow_cover,NA,1290,6,1445
max_temp,NA,1291,-3,1446
snow_cover,NA,1291,6,1446
max_temp,NA,1292,-4,1447
snow_cover,NA,1292,6,1447
max_temp,NA,1293,-9,1448
snow_cover,NA,1293,6,1448
max_temp,NA,1294,-9,1449
snow_cover,NA,1294,6,1449
max_temp,NA,1295,-12,1450
snow_cover,NA,1295,8,1450
max_temp,NA,1296,-12,1451
snow_cover,NA,1296,11,1451
max_temp,NA,1297,-13,1452
snow_cover,NA,1297,11,1452
max_temp,NA,1298,-2,1453
snow_cover,NA,1298,12,1453
max_temp,NA,1299,-2,1454
snow_cover,NA,1299,10,1454
max_temp,NA,1300,-3.5,1455
snow_cover,NA,1300,10,1455
max_temp,NA,1301,-5,1456
snow_cover,NA,1301,10,1456
max_temp,NA,1302,-3.5,1457
snow_cover,NA,1302,11,1457
max_temp,NA,1303,-2,1458
snow_cover,NA,1303,15,1458
max_temp,NA,1304,1,1459
snow_cover,NA,1304,15,1459
max_temp,NA,1305,1,1460
snow_cover,NA,1305,15,1460
max_temp,NA,1306,-24.5,1461
snow_cover,NA,1306,9,1461
max_temp,NA,1307,-25,1462
snow_cover,NA,1307,9,1462
max_temp,NA,1308,-25.5,1463
snow_cover,NA,1308,10,1463
max_temp,NA,1309,-30,1464
snow_cover,NA,1309,10,1464
max_temp,NA,1310,-24,1465
snow_cover,NA,1310,10,1465
max_temp,NA,1311,-15,1466
snow_cover,NA,1311,10,1466
max_temp,NA,1312,-27,1467
snow_cover,NA,1312,13,1467
max_temp,NA,1313,-22,1468
snow_cover,NA,1313,17,1468
max_temp,NA,1314,-22,1469
snow_cover,NA,1314,20,1469
max_temp,NA,1315,-22,1470
snow_cover,NA,1315,22,1470
max_temp,NA,1316,-18,1471
snow_cover,NA,1316,22,1471
max_temp,NA,1317,-11,1472
snow_cover,NA,1317,22,1472
max_temp,NA,1318,4,1473
snow_cover,NA,1318,22,1473
max_temp,NA,1319,-17,1474
snow_cover,NA,1319,22,1474
max_temp,NA,1320,-25,1475
snow_cover,NA,1320,22,1475
max_temp,NA,1321,-16,1476
snow_cover,NA,1321,22,1476
max_temp,NA,1322,-15,1477
snow_cover,NA,1322,27,1477
max_temp,NA,1323,-25,1478
snow_cover,NA,1323,27,1478
max_temp,NA,1324,-24,1479
snow_cover,NA,1324,26,1479
max_temp,NA,1325,-27,1480
snow_cover,NA,1325,26,1480
max_temp,NA,1326,-28,1481
snow_cover,NA,1326,25,1481
max_temp,NA,1327,-25,1482
snow_cover,NA,1327,26,1482
max_temp,NA,1328,-26,1483
snow_cover,NA,1328,27,1483
max_temp,NA,1329,-4,1484
snow_cover,NA,1329,32,1484
max_temp,NA,1330,0,1485
snow_cover,NA,1330,31,1485
max_temp,NA,1331,-9,1486
snow_cover,NA,1331,30,1486
max_temp,NA,1332,-20,1487
snow_cover,NA,1332,29,1487
max_temp,NA,1333,-16,1488
snow_cover,NA,1333,23,1488
max_temp,NA,1334,-22,1489
snow_cover,NA,1334,34,1489
max_temp,NA,1335,-12,1490
snow_cover,NA,1335,35,1490
max_temp,NA,1336,-12,1491
snow_cover,NA,1336,35,1491
max_temp,NA,1337,-17,1492
snow_cover,NA,1337,36,1492
max_temp,NA,1338,-21,1493
snow_cover,NA,1338,35,1493
max_temp,NA,1339,-17,1494
snow_cover,NA,1339,35,1494
max_temp,NA,1340,-13,1495
snow_cover,NA,1340,35,1495
max_temp,NA,1341,-2,1496
snow_cover,NA,1341,34,1496
max_temp,NA,1342,-2,1497
snow_cover,NA,1342,34,1497
max_temp,NA,1343,-15,1498
snow_cover,NA,1343,32,1498
max_temp,NA,1344,-20,1499
snow_cover,NA,1344,32,1499
max_temp,NA,1345,-11,1500
snow_cover,NA,1345,32,1500
max_temp,NA,1346,-13,1501
snow_cover,NA,1346,36,1501
max_temp,NA,1347,-12,1502
snow_cover,NA,1347,35,1502
max_temp,NA,1348,-14,1503
snow_cover,NA,1348,35,1503
max_temp,NA,1349,-15,1504
snow_cover,NA,1349,35,1504
max_temp,NA,1350,-14,1505
snow_cover,NA,1350,37,1505
max_temp,NA,1351,-11,1506
snow_cover,NA,1351,36,1506
max_temp,NA,1352,-8,1507
snow_cover,NA,1352,35,1507
max_temp,NA,1353,3,1508
snow_cover,NA,1353,35,1508
max_temp,NA,1354,4,1509
snow_cover,NA,1354,33,1509
max_temp,NA,1355,10,1510
snow_cover,NA,1355,32,1510
max_temp,NA,1356,6,1511
snow_cover,NA,1356,31,1511
max_temp,NA,1357,-4,1512
snow_cover,NA,1357,31,1512
max_temp,NA,1358,-6,1513
snow_cover,NA,1358,32,1513
max_temp,NA,1359,-15,1514
snow_cover,NA,1359,32,1514
max_temp,NA,1360,-21,1515
snow_cover,NA,1360,34,1515
max_temp,NA,1361,-20,1516
snow_cover,NA,1361,34,1516
max_temp,NA,1362,-9,1517
snow_cover,NA,1362,33,1517
max_temp,NA,1363,-11,1518
snow_cover,NA,1363,37,1518
max_temp,NA,1364,-12.5,1519
snow_cover,NA,1364,39,1519
max_temp,NA,1365,-19,1520
snow_cover,NA,1365,40,1520
max_temp,NA,1366,-12,1521
snow_cover,NA,1366,47,1521
max_temp,NA,1367,-15,1522
snow_cover,NA,1367,50,1522
max_temp,NA,1368,-11,1523
snow_cover,NA,1368,47,1523
max_temp,NA,1369,-3,1524
snow_cover,NA,1369,46,1524
max_temp,NA,1370,-2,1525
snow_cover,NA,1370,46,1525
max_temp,NA,1371,-11,1526
snow_cover,NA,1371,47,1526
max_temp,NA,1372,-1,1527
snow_cover,NA,1372,47,1527
max_temp,NA,1373,-2,1528
snow_cover,NA,1373,46,1528
max_temp,NA,1374,4.5,1529
snow_cover,NA,1374,43,1529
max_temp,NA,1375,0.5,1530
snow_cover,NA,1375,42,1530
max_temp,NA,1376,-1,1531
snow_cover,NA,1376,59,1531
max_temp,NA,1377,4,1532
snow_cover,NA,1377,56,1532
max_temp,NA,1378,0,1533
snow_cover,NA,1378,54,1533
max_temp,NA,1379,1,1534
snow_cover,NA,1379,52,1534
max_temp,NA,1380,-4,1535
snow_cover,NA,1380,50,1535
max_temp,NA,1381,-5,1536
snow_cover,NA,1381,53,1536
max_temp,NA,1382,-3,1537
snow_cover,NA,1382,52,1537
max_temp,NA,1383,0,1538
snow_cover,NA,1383,50,1538
max_temp,NA,1384,0,1539
snow_cover,NA,1384,49,1539
max_temp,NA,1385,5,1540
snow_cover,NA,1385,47,1540
max_temp,NA,1386,5.5,1541
snow_cover,NA,1386,46,1541
max_temp,NA,1387,2.5,1542
snow_cover,NA,1387,45,1542
