j_day,host_spp,host_den
1,deer,8
1,mouse,100
1,squirrel,8
2,deer,8
2,mouse,100
2,squirrel,8
3,deer,8
3,mouse,100
3,squirrel,8
4,deer,8
4,mouse,100
4,squirrel,8
5,deer,8
5,mouse,100
5,squirrel,8
6,deer,8
6,mouse,100
6,squirrel,8
7,deer,8
7,mouse,100
7,squirrel,8
8,deer,8
8,mouse,100
8,squirrel,8
9,deer,8
9,mouse,100
9,squirrel,8
10,deer,8
10,mouse,100
10,squirrel,8
11,deer,8
11,mouse,100
11,squirrel,8
12,deer,8
12,mouse,100
12,squirrel,8
13,deer,8
13,mouse,100
13,squirrel,8
14,deer,8
14,mouse,100
14,squirrel,8
15,deer,8
15,mouse,100
15,squirrel,8
16,deer,8
16,mouse,100
16,squirrel,8
17,deer,8
17,mouse,100
17,squirrel,8
18,deer,8
18,mouse,100
18,squirrel,8
19,deer,8
19,mouse,100
19,squirrel,8
20,deer,8
20,mouse,100
20,squirrel,8
21,deer,8
21,mouse,100
21,squirrel,8
22,deer,8
22,mouse,100
22,squirrel,8
23,deer,8
23,mouse,100
23,squirrel,8
24,deer,8
24,mouse,100
24,squirrel,8
25,deer,8
25,mouse,100
25,squirrel,8
26,deer,8
26,mouse,100
26,squirrel,8
27,deer,8
27,mouse,100
27,squirrel,8
28,deer,8
28,mouse,100
28,squirrel,8
29,deer,8
29,mouse,100
29,squirrel,8
30,deer,8
30,mouse,100
30,squirrel,8
31,deer,8
31,mouse,100
31,squirrel,8
32,deer,8
32,mouse,100
32,squirrel,8
33,deer,8
33,mouse,100
33,squirrel,8
34,deer,8
34,mouse,100
34,squirrel,8
35,deer,8
35,mouse,100
35,squirrel,8
36,deer,8
36,mouse,100
36,squirrel,8
37,deer,8
37,mouse,100
37,squirrel,8
38,deer,8
38,mouse,100
38,squirrel,8
39,deer,8
39,mouse,100
39,squirrel,8
40,deer,8
40,mouse,100
40,squirrel,8
41,deer,8
41,mouse,100
41,squirrel,8
42,deer,8
42,mouse,100
42,squirrel,8
43,deer,8
43,mouse,100
43,squirrel,8
44,deer,8
44,mouse,100
44,squirrel,8
45,deer,8
45,mouse,100
45,squirrel,8
46,deer,8
46,mouse,100
46,squirrel,8
47,deer,8
47,mouse,100
47,squirrel,8
48,deer,8
48,mouse,100
48,squirrel,8
49,deer,8
49,mouse,100
49,squirrel,8
50,deer,8
50,mouse,100
50,squirrel,8
51,deer,8
51,mouse,100
51,squirrel,8
52,deer,8
52,mouse,100
52,squirrel,8
53,deer,8
53,mouse,100
53,squirrel,8
54,deer,8
54,mouse,100
54,squirrel,8
55,deer,8
55,mouse,100
55,squirrel,8
56,deer,8
56,mouse,100
56,squirrel,8
57,deer,8
57,mouse,100
57,squirrel,8
58,deer,8
58,mouse,100
58,squirrel,8
59,deer,8
59,mouse,100
59,squirrel,8
60,deer,8
60,mouse,100
60,squirrel,8
61,deer,8
61,mouse,100
61,squirrel,8
62,deer,8
62,mouse,100
62,squirrel,8
63,deer,8
63,mouse,100
63,squirrel,8
64,deer,8
64,mouse,100
64,squirrel,8
65,deer,8
65,mouse,100
65,squirrel,8
66,deer,8
66,mouse,100
66,squirrel,8
67,deer,8
67,mouse,100
67,squirrel,8
68,deer,8
68,mouse,100
68,squirrel,8
69,deer,8
69,mouse,100
69,squirrel,8
70,deer,8
70,mouse,100
70,squirrel,8
71,deer,8
71,mouse,100
71,squirrel,8
72,deer,8
72,mouse,100
72,squirrel,8
73,deer,8
73,mouse,100
73,squirrel,8
74,deer,8
74,mouse,100
74,squirrel,8
75,deer,8
75,mouse,100
75,squirrel,8
76,deer,8
76,mouse,100
76,squirrel,8
77,deer,8
77,mouse,100
77,squirrel,8
78,deer,8
78,mouse,100
78,squirrel,8
79,deer,8
79,mouse,100
79,squirrel,8
80,deer,8
80,mouse,100
80,squirrel,8
81,deer,8
81,mouse,100
81,squirrel,8
82,deer,8
82,mouse,100
82,squirrel,8
83,deer,8
83,mouse,100
83,squirrel,8
84,deer,8
84,mouse,100
84,squirrel,8
85,deer,8
85,mouse,100
85,squirrel,8
86,deer,8
86,mouse,100
86,squirrel,8
87,deer,8
87,mouse,100
87,squirrel,8
88,deer,8
88,mouse,100
88,squirrel,8
89,deer,8
89,mouse,100
89,squirrel,8
90,deer,8
90,mouse,100
90,squirrel,8
91,deer,8
91,mouse,100
91,squirrel,8
92,deer,8
92,mouse,100
92,squirrel,8
93,deer,8
93,mouse,100
93,squirrel,8
94,deer,8
94,mouse,100
94,squirrel,8
95,deer,8
95,mouse,100
95,squirrel,8
96,deer,8
96,mouse,100
96,squirrel,8
97,deer,8
97,mouse,100
97,squirrel,8
98,deer,8
98,mouse,100
98,squirrel,8
99,deer,8
99,mouse,100
99,squirrel,8
100,deer,8
100,mouse,100
100,squirrel,8
101,deer,8
101,mouse,100
101,squirrel,8
102,deer,8
102,mouse,100
102,squirrel,8
103,deer,8
103,mouse,100
103,squirrel,8
104,deer,8
104,mouse,100
104,squirrel,8
105,deer,8
105,mouse,100
105,squirrel,8
106,deer,8
106,mouse,100
106,squirrel,8
107,deer,8
107,mouse,100
107,squirrel,8
108,deer,8
108,mouse,100
108,squirrel,8
109,deer,8
109,mouse,100
109,squirrel,8
110,deer,8
110,mouse,100
110,squirrel,8
111,deer,8
111,mouse,100
111,squirrel,8
112,deer,8
112,mouse,100
112,squirrel,8
113,deer,8
113,mouse,100
113,squirrel,8
114,deer,8
114,mouse,100
114,squirrel,8
115,deer,8
115,mouse,100
115,squirrel,8
116,deer,8
116,mouse,100
116,squirrel,8
117,deer,8
117,mouse,100
117,squirrel,8
118,deer,8
118,mouse,100
118,squirrel,8
119,deer,8
119,mouse,100
119,squirrel,8
120,deer,8
120,mouse,100
120,squirrel,8
121,deer,8
121,mouse,100
121,squirrel,8
122,deer,8
122,mouse,100
122,squirrel,8
123,deer,8
123,mouse,100
123,squirrel,8
124,deer,8
124,mouse,100
124,squirrel,8
125,deer,8
125,mouse,100
125,squirrel,8
126,deer,8
126,mouse,100
126,squirrel,8
127,deer,8
127,mouse,100
127,squirrel,8
128,deer,8
128,mouse,100
128,squirrel,8
129,deer,8
129,mouse,100
129,squirrel,8
130,deer,8
130,mouse,100
130,squirrel,8
131,deer,8
131,mouse,100
131,squirrel,8
132,deer,8
132,mouse,100
132,squirrel,8
133,deer,8
133,mouse,100
133,squirrel,8
134,deer,8
134,mouse,100
134,squirrel,8
135,deer,8
135,mouse,100
135,squirrel,8
136,deer,8
136,mouse,100
136,squirrel,8
137,deer,8
137,mouse,100
137,squirrel,8
138,deer,8
138,mouse,100
138,squirrel,8
139,deer,8
139,mouse,100
139,squirrel,8
140,deer,8
140,mouse,100
140,squirrel,8
141,deer,8
141,mouse,100
141,squirrel,8
142,deer,8
142,mouse,100
142,squirrel,8
143,deer,8
143,mouse,100
143,squirrel,8
144,deer,8
144,mouse,100
144,squirrel,8
145,deer,8
145,mouse,100
145,squirrel,8
146,deer,8
146,mouse,100
146,squirrel,8
147,deer,8
147,mouse,100
147,squirrel,8
148,deer,8
148,mouse,100
148,squirrel,8
149,deer,8
149,mouse,100
149,squirrel,8
150,deer,8
150,mouse,100
150,squirrel,8
151,deer,8
151,mouse,100
151,squirrel,8
152,deer,8
152,mouse,100
152,squirrel,8
153,deer,8
153,mouse,100
153,squirrel,8
154,deer,8
154,mouse,100
154,squirrel,8
155,deer,8
155,mouse,100
155,squirrel,8
156,deer,8
156,mouse,100
156,squirrel,8
157,deer,8
157,mouse,100
157,squirrel,8
158,deer,8
158,mouse,100
158,squirrel,8
159,deer,8
159,mouse,100
159,squirrel,8
160,deer,8
160,mouse,100
160,squirrel,8
161,deer,8
161,mouse,100
161,squirrel,8
162,deer,8
162,mouse,100
162,squirrel,8
163,deer,8
163,mouse,100
163,squirrel,8
164,deer,8
164,mouse,100
164,squirrel,8
165,deer,8
165,mouse,100
165,squirrel,8
166,deer,8
166,mouse,100
166,squirrel,8
167,deer,8
167,mouse,100
167,squirrel,8
168,deer,8
168,mouse,100
168,squirrel,8
169,deer,8
169,mouse,100
169,squirrel,8
170,deer,8
170,mouse,100
170,squirrel,8
171,deer,8
171,mouse,100
171,squirrel,8
172,deer,8
172,mouse,100
172,squirrel,8
173,deer,8
173,mouse,100
173,squirrel,8
174,deer,8
174,mouse,100
174,squirrel,8
175,deer,8
175,mouse,100
175,squirrel,8
176,deer,8
176,mouse,100
176,squirrel,8
177,deer,8
177,mouse,100
177,squirrel,8
178,deer,8
178,mouse,100
178,squirrel,8
179,deer,8
179,mouse,100
179,squirrel,8
180,deer,8
180,mouse,100
180,squirrel,8
181,deer,8
181,mouse,100
181,squirrel,8
182,deer,8
182,mouse,100
182,squirrel,8
183,deer,8
183,mouse,100
183,squirrel,8
184,deer,8
184,mouse,100
184,squirrel,8
185,deer,8
185,mouse,100
185,squirrel,8
186,deer,8
186,mouse,100
186,squirrel,8
187,deer,8
187,mouse,100
187,squirrel,8
188,deer,8
188,mouse,100
188,squirrel,8
189,deer,8
189,mouse,100
189,squirrel,8
190,deer,8
190,mouse,100
190,squirrel,8
191,deer,8
191,mouse,100
191,squirrel,8
192,deer,8
192,mouse,100
192,squirrel,8
193,deer,8
193,mouse,100
193,squirrel,8
194,deer,8
194,mouse,100
194,squirrel,8
195,deer,8
195,mouse,100
195,squirrel,8
196,deer,8
196,mouse,100
196,squirrel,8
197,deer,8
197,mouse,100
197,squirrel,8
198,deer,8
198,mouse,100
198,squirrel,8
199,deer,8
199,mouse,100
199,squirrel,8
200,deer,8
200,mouse,100
200,squirrel,8
201,deer,8
201,mouse,100
201,squirrel,8
202,deer,8
202,mouse,100
202,squirrel,8
203,deer,8
203,mouse,100
203,squirrel,8
204,deer,8
204,mouse,100
204,squirrel,8
205,deer,8
205,mouse,100
205,squirrel,8
206,deer,8
206,mouse,100
206,squirrel,8
207,deer,8
207,mouse,100
207,squirrel,8
208,deer,8
208,mouse,100
208,squirrel,8
209,deer,8
209,mouse,100
209,squirrel,8
210,deer,8
210,mouse,100
210,squirrel,8
211,deer,8
211,mouse,100
211,squirrel,8
212,deer,8
212,mouse,100
212,squirrel,8
213,deer,8
213,mouse,100
213,squirrel,8
214,deer,8
214,mouse,100
214,squirrel,8
215,deer,8
215,mouse,100
215,squirrel,8
216,deer,8
216,mouse,100
216,squirrel,8
217,deer,8
217,mouse,100
217,squirrel,8
218,deer,8
218,mouse,100
218,squirrel,8
219,deer,8
219,mouse,100
219,squirrel,8
220,deer,8
220,mouse,100
220,squirrel,8
221,deer,8
221,mouse,100
221,squirrel,8
222,deer,8
222,mouse,100
222,squirrel,8
223,deer,8
223,mouse,100
223,squirrel,8
224,deer,8
224,mouse,100
224,squirrel,8
225,deer,8
225,mouse,100
225,squirrel,8
226,deer,8
226,mouse,100
226,squirrel,8
227,deer,8
227,mouse,100
227,squirrel,8
228,deer,8
228,mouse,100
228,squirrel,8
229,deer,8
229,mouse,100
229,squirrel,8
230,deer,8
230,mouse,100
230,squirrel,8
231,deer,8
231,mouse,100
231,squirrel,8
232,deer,8
232,mouse,100
232,squirrel,8
233,deer,8
233,mouse,100
233,squirrel,8
234,deer,8
234,mouse,100
234,squirrel,8
235,deer,8
235,mouse,100
235,squirrel,8
236,deer,8
236,mouse,100
236,squirrel,8
237,deer,8
237,mouse,100
237,squirrel,8
238,deer,8
238,mouse,100
238,squirrel,8
239,deer,8
239,mouse,100
239,squirrel,8
240,deer,8
240,mouse,100
240,squirrel,8
241,deer,8
241,mouse,100
241,squirrel,8
242,deer,8
242,mouse,100
242,squirrel,8
243,deer,8
243,mouse,100
243,squirrel,8
244,deer,8
244,mouse,100
244,squirrel,8
245,deer,8
245,mouse,100
245,squirrel,8
246,deer,8
246,mouse,100
246,squirrel,8
247,deer,8
247,mouse,100
247,squirrel,8
248,deer,8
248,mouse,100
248,squirrel,8
249,deer,8
249,mouse,100
249,squirrel,8
250,deer,8
250,mouse,100
250,squirrel,8
251,deer,8
251,mouse,100
251,squirrel,8
252,deer,8
252,mouse,100
252,squirrel,8
253,deer,8
253,mouse,100
253,squirrel,8
254,deer,8
254,mouse,100
254,squirrel,8
255,deer,8
255,mouse,100
255,squirrel,8
256,deer,8
256,mouse,100
256,squirrel,8
257,deer,8
257,mouse,100
257,squirrel,8
258,deer,8
258,mouse,100
258,squirrel,8
259,deer,8
259,mouse,100
259,squirrel,8
260,deer,8
260,mouse,100
260,squirrel,8
261,deer,8
261,mouse,100
261,squirrel,8
262,deer,8
262,mouse,100
262,squirrel,8
263,deer,8
263,mouse,100
263,squirrel,8
264,deer,8
264,mouse,100
264,squirrel,8
265,deer,8
265,mouse,100
265,squirrel,8
266,deer,8
266,mouse,100
266,squirrel,8
267,deer,8
267,mouse,100
267,squirrel,8
268,deer,8
268,mouse,100
268,squirrel,8
269,deer,8
269,mouse,100
269,squirrel,8
270,deer,8
270,mouse,100
270,squirrel,8
271,deer,8
271,mouse,100
271,squirrel,8
272,deer,8
272,mouse,100
272,squirrel,8
273,deer,8
273,mouse,100
273,squirrel,8
274,deer,8
274,mouse,100
274,squirrel,8
275,deer,8
275,mouse,100
275,squirrel,8
276,deer,8
276,mouse,100
276,squirrel,8
277,deer,8
277,mouse,100
277,squirrel,8
278,deer,8
278,mouse,100
278,squirrel,8
279,deer,8
279,mouse,100
279,squirrel,8
280,deer,8
280,mouse,100
280,squirrel,8
281,deer,8
281,mouse,100
281,squirrel,8
282,deer,8
282,mouse,100
282,squirrel,8
283,deer,8
283,mouse,100
283,squirrel,8
284,deer,8
284,mouse,100
284,squirrel,8
285,deer,8
285,mouse,100
285,squirrel,8
286,deer,8
286,mouse,100
286,squirrel,8
287,deer,8
287,mouse,100
287,squirrel,8
288,deer,8
288,mouse,100
288,squirrel,8
289,deer,8
289,mouse,100
289,squirrel,8
290,deer,8
290,mouse,100
290,squirrel,8
291,deer,8
291,mouse,100
291,squirrel,8
292,deer,8
292,mouse,100
292,squirrel,8
293,deer,8
293,mouse,100
293,squirrel,8
294,deer,8
294,mouse,100
294,squirrel,8
295,deer,8
295,mouse,100
295,squirrel,8
296,deer,8
296,mouse,100
296,squirrel,8
297,deer,8
297,mouse,100
297,squirrel,8
298,deer,8
298,mouse,100
298,squirrel,8
299,deer,8
299,mouse,100
299,squirrel,8
300,deer,8
300,mouse,100
300,squirrel,8
301,deer,8
301,mouse,100
301,squirrel,8
302,deer,8
302,mouse,100
302,squirrel,8
303,deer,8
303,mouse,100
303,squirrel,8
304,deer,8
304,mouse,100
304,squirrel,8
305,deer,8
305,mouse,100
305,squirrel,8
306,deer,8
306,mouse,100
306,squirrel,8
307,deer,8
307,mouse,100
307,squirrel,8
308,deer,8
308,mouse,100
308,squirrel,8
309,deer,8
309,mouse,100
309,squirrel,8
310,deer,8
310,mouse,100
310,squirrel,8
311,deer,8
311,mouse,100
311,squirrel,8
312,deer,8
312,mouse,100
312,squirrel,8
313,deer,8
313,mouse,100
313,squirrel,8
314,deer,8
314,mouse,100
314,squirrel,8
315,deer,8
315,mouse,100
315,squirrel,8
316,deer,8
316,mouse,100
316,squirrel,8
317,deer,8
317,mouse,100
317,squirrel,8
318,deer,8
318,mouse,100
318,squirrel,8
319,deer,8
319,mouse,100
319,squirrel,8
320,deer,8
320,mouse,100
320,squirrel,8
321,deer,8
321,mouse,100
321,squirrel,8
322,deer,8
322,mouse,100
322,squirrel,8
323,deer,8
323,mouse,100
323,squirrel,8
324,deer,8
324,mouse,100
324,squirrel,8
325,deer,8
325,mouse,100
325,squirrel,8
326,deer,8
326,mouse,100
326,squirrel,8
327,deer,8
327,mouse,100
327,squirrel,8
328,deer,8
328,mouse,100
328,squirrel,8
329,deer,8
329,mouse,100
329,squirrel,8
330,deer,8
330,mouse,100
330,squirrel,8
331,deer,8
331,mouse,100
331,squirrel,8
332,deer,8
332,mouse,100
332,squirrel,8
333,deer,8
333,mouse,100
333,squirrel,8
334,deer,8
334,mouse,100
334,squirrel,8
335,deer,8
335,mouse,100
335,squirrel,8
336,deer,8
336,mouse,100
336,squirrel,8
337,deer,8
337,mouse,100
337,squirrel,8
338,deer,8
338,mouse,100
338,squirrel,8
339,deer,8
339,mouse,100
339,squirrel,8
340,deer,8
340,mouse,100
340,squirrel,8
341,deer,8
341,mouse,100
341,squirrel,8
342,deer,8
342,mouse,100
342,squirrel,8
343,deer,8
343,mouse,100
343,squirrel,8
344,deer,8
344,mouse,100
344,squirrel,8
345,deer,8
345,mouse,100
345,squirrel,8
346,deer,8
346,mouse,100
346,squirrel,8
347,deer,8
347,mouse,100
347,squirrel,8
348,deer,8
348,mouse,100
348,squirrel,8
349,deer,8
349,mouse,100
349,squirrel,8
350,deer,8
350,mouse,100
350,squirrel,8
351,deer,8
351,mouse,100
351,squirrel,8
352,deer,8
352,mouse,100
352,squirrel,8
353,deer,8
353,mouse,100
353,squirrel,8
354,deer,8
354,mouse,100
354,squirrel,8
355,deer,8
355,mouse,100
355,squirrel,8
356,deer,8
356,mouse,100
356,squirrel,8
357,deer,8
357,mouse,100
357,squirrel,8
358,deer,8
358,mouse,100
358,squirrel,8
359,deer,8
359,mouse,100
359,squirrel,8
360,deer,8
360,mouse,100
360,squirrel,8
361,deer,8
361,mouse,100
361,squirrel,8
362,deer,8
362,mouse,100
362,squirrel,8
363,deer,8
363,mouse,100
363,squirrel,8
364,deer,8
364,mouse,100
364,squirrel,8
365,deer,8
365,mouse,100
365,squirrel,8
366,deer,8
366,mouse,100
366,squirrel,8
367,deer,8
367,mouse,100
367,squirrel,8
368,deer,8
368,mouse,100
368,squirrel,8
369,deer,8
369,mouse,100
369,squirrel,8
370,deer,8
370,mouse,100
370,squirrel,8
371,deer,8
371,mouse,100
371,squirrel,8
372,deer,8
372,mouse,100
372,squirrel,8
373,deer,8
373,mouse,100
373,squirrel,8
374,deer,8
374,mouse,100
374,squirrel,8
375,deer,8
375,mouse,100
375,squirrel,8
376,deer,8
376,mouse,100
376,squirrel,8
377,deer,8
377,mouse,100
377,squirrel,8
378,deer,8
378,mouse,100
378,squirrel,8
379,deer,8
379,mouse,100
379,squirrel,8
380,deer,8
380,mouse,100
380,squirrel,8
381,deer,8
381,mouse,100
381,squirrel,8
382,deer,8
382,mouse,100
382,squirrel,8
383,deer,8
383,mouse,100
383,squirrel,8
384,deer,8
384,mouse,100
384,squirrel,8
385,deer,8
385,mouse,100
385,squirrel,8
386,deer,8
386,mouse,100
386,squirrel,8
387,deer,8
387,mouse,100
387,squirrel,8
388,deer,8
388,mouse,100
388,squirrel,8
389,deer,8
389,mouse,100
389,squirrel,8
390,deer,8
390,mouse,100
390,squirrel,8
391,deer,8
391,mouse,100
391,squirrel,8
392,deer,8
392,mouse,100
392,squirrel,8
393,deer,8
393,mouse,100
393,squirrel,8
394,deer,8
394,mouse,100
394,squirrel,8
395,deer,8
395,mouse,100
395,squirrel,8
396,deer,8
396,mouse,100
396,squirrel,8
397,deer,8
397,mouse,100
397,squirrel,8
398,deer,8
398,mouse,100
398,squirrel,8
399,deer,8
399,mouse,100
399,squirrel,8
400,deer,8
400,mouse,100
400,squirrel,8
401,deer,8
401,mouse,100
401,squirrel,8
402,deer,8
402,mouse,100
402,squirrel,8
403,deer,8
403,mouse,100
403,squirrel,8
404,deer,8
404,mouse,100
404,squirrel,8
405,deer,8
405,mouse,100
405,squirrel,8
406,deer,8
406,mouse,100
406,squirrel,8
407,deer,8
407,mouse,100
407,squirrel,8
408,deer,8
408,mouse,100
408,squirrel,8
409,deer,8
409,mouse,100
409,squirrel,8
410,deer,8
410,mouse,100
410,squirrel,8
411,deer,8
411,mouse,100
411,squirrel,8
412,deer,8
412,mouse,100
412,squirrel,8
413,deer,8
413,mouse,100
413,squirrel,8
414,deer,8
414,mouse,100
414,squirrel,8
415,deer,8
415,mouse,100
415,squirrel,8
416,deer,8
416,mouse,100
416,squirrel,8
417,deer,8
417,mouse,100
417,squirrel,8
418,deer,8
418,mouse,100
418,squirrel,8
419,deer,8
419,mouse,100
419,squirrel,8
420,deer,8
420,mouse,100
420,squirrel,8
421,deer,8
421,mouse,100
421,squirrel,8
422,deer,8
422,mouse,100
422,squirrel,8
423,deer,8
423,mouse,100
423,squirrel,8
424,deer,8
424,mouse,100
424,squirrel,8
425,deer,8
425,mouse,100
425,squirrel,8
426,deer,8
426,mouse,100
426,squirrel,8
427,deer,8
427,mouse,100
427,squirrel,8
428,deer,8
428,mouse,100
428,squirrel,8
429,deer,8
429,mouse,100
429,squirrel,8
430,deer,8
430,mouse,100
430,squirrel,8
431,deer,8
431,mouse,100
431,squirrel,8
432,deer,8
432,mouse,100
432,squirrel,8
433,deer,8
433,mouse,100
433,squirrel,8
434,deer,8
434,mouse,100
434,squirrel,8
435,deer,8
435,mouse,100
435,squirrel,8
436,deer,8
436,mouse,100
436,squirrel,8
437,deer,8
437,mouse,100
437,squirrel,8
438,deer,8
438,mouse,100
438,squirrel,8
439,deer,8
439,mouse,100
439,squirrel,8
440,deer,8
440,mouse,100
440,squirrel,8
441,deer,8
441,mouse,100
441,squirrel,8
442,deer,8
442,mouse,100
442,squirrel,8
443,deer,8
443,mouse,100
443,squirrel,8
444,deer,8
444,mouse,100
444,squirrel,8
445,deer,8
445,mouse,100
445,squirrel,8
446,deer,8
446,mouse,100
446,squirrel,8
447,deer,8
447,mouse,100
447,squirrel,8
448,deer,8
448,mouse,100
448,squirrel,8
449,deer,8
449,mouse,100
449,squirrel,8
450,deer,8
450,mouse,100
450,squirrel,8
451,deer,8
451,mouse,100
451,squirrel,8
452,deer,8
452,mouse,100
452,squirrel,8
453,deer,8
453,mouse,100
453,squirrel,8
454,deer,8
454,mouse,100
454,squirrel,8
455,deer,8
455,mouse,100
455,squirrel,8
456,deer,8
456,mouse,100
456,squirrel,8
457,deer,8
457,mouse,100
457,squirrel,8
458,deer,8
458,mouse,100
458,squirrel,8
459,deer,8
459,mouse,100
459,squirrel,8
460,deer,8
460,mouse,100
460,squirrel,8
461,deer,8
461,mouse,100
461,squirrel,8
462,deer,8
462,mouse,100
462,squirrel,8
463,deer,8
463,mouse,100
463,squirrel,8
464,deer,8
464,mouse,100
464,squirrel,8
465,deer,8
465,mouse,100
465,squirrel,8
466,deer,8
466,mouse,100
466,squirrel,8
467,deer,8
467,mouse,100
467,squirrel,8
468,deer,8
468,mouse,100
468,squirrel,8
469,deer,8
469,mouse,100
469,squirrel,8
470,deer,8
470,mouse,100
470,squirrel,8
471,deer,8
471,mouse,100
471,squirrel,8
472,deer,8
472,mouse,100
472,squirrel,8
473,deer,8
473,mouse,100
473,squirrel,8
474,deer,8
474,mouse,100
474,squirrel,8
475,deer,8
475,mouse,100
475,squirrel,8
476,deer,8
476,mouse,100
476,squirrel,8
477,deer,8
477,mouse,100
477,squirrel,8
478,deer,8
478,mouse,100
478,squirrel,8
479,deer,8
479,mouse,100
479,squirrel,8
480,deer,8
480,mouse,100
480,squirrel,8
481,deer,8
481,mouse,100
481,squirrel,8
482,deer,8
482,mouse,100
482,squirrel,8
483,deer,8
483,mouse,100
483,squirrel,8
484,deer,8
484,mouse,100
484,squirrel,8
485,deer,8
485,mouse,100
485,squirrel,8
486,deer,8
486,mouse,100
486,squirrel,8
487,deer,8
487,mouse,100
487,squirrel,8
488,deer,8
488,mouse,100
488,squirrel,8
489,deer,8
489,mouse,100
489,squirrel,8
490,deer,8
490,mouse,100
490,squirrel,8
491,deer,8
491,mouse,100
491,squirrel,8
492,deer,8
492,mouse,100
492,squirrel,8
493,deer,8
493,mouse,100
493,squirrel,8
494,deer,8
494,mouse,100
494,squirrel,8
495,deer,8
495,mouse,100
495,squirrel,8
496,deer,8
496,mouse,100
496,squirrel,8
497,deer,8
497,mouse,100
497,squirrel,8
498,deer,8
498,mouse,100
498,squirrel,8
499,deer,8
499,mouse,100
499,squirrel,8
500,deer,8
500,mouse,100
500,squirrel,8
501,deer,8
501,mouse,100
501,squirrel,8
502,deer,8
502,mouse,100
502,squirrel,8
503,deer,8
503,mouse,100
503,squirrel,8
504,deer,8
504,mouse,100
504,squirrel,8
505,deer,8
505,mouse,100
505,squirrel,8
506,deer,8
506,mouse,100
506,squirrel,8
507,deer,8
507,mouse,100
507,squirrel,8
508,deer,8
508,mouse,100
508,squirrel,8
509,deer,8
509,mouse,100
509,squirrel,8
510,deer,8
510,mouse,100
510,squirrel,8
511,deer,8
511,mouse,100
511,squirrel,8
512,deer,8
512,mouse,100
512,squirrel,8
513,deer,8
513,mouse,100
513,squirrel,8
514,deer,8
514,mouse,100
514,squirrel,8
515,deer,8
515,mouse,100
515,squirrel,8
516,deer,8
516,mouse,100
516,squirrel,8
517,deer,8
517,mouse,100
517,squirrel,8
518,deer,8
518,mouse,100
518,squirrel,8
519,deer,8
519,mouse,100
519,squirrel,8
520,deer,8
520,mouse,100
520,squirrel,8
521,deer,8
521,mouse,100
521,squirrel,8
522,deer,8
522,mouse,100
522,squirrel,8
523,deer,8
523,mouse,100
523,squirrel,8
524,deer,8
524,mouse,100
524,squirrel,8
525,deer,8
525,mouse,100
525,squirrel,8
526,deer,8
526,mouse,100
526,squirrel,8
527,deer,8
527,mouse,100
527,squirrel,8
528,deer,8
528,mouse,100
528,squirrel,8
529,deer,8
529,mouse,100
529,squirrel,8
530,deer,8
530,mouse,100
530,squirrel,8
531,deer,8
531,mouse,100
531,squirrel,8
532,deer,8
532,mouse,100
532,squirrel,8
533,deer,8
533,mouse,100
533,squirrel,8
534,deer,8
534,mouse,100
534,squirrel,8
535,deer,8
535,mouse,100
535,squirrel,8
536,deer,8
536,mouse,100
536,squirrel,8
537,deer,8
537,mouse,100
537,squirrel,8
538,deer,8
538,mouse,100
538,squirrel,8
539,deer,8
539,mouse,100
539,squirrel,8
540,deer,8
540,mouse,100
540,squirrel,8
541,deer,8
541,mouse,100
541,squirrel,8
542,deer,8
542,mouse,100
542,squirrel,8
543,deer,8
543,mouse,100
543,squirrel,8
544,deer,8
544,mouse,100
544,squirrel,8
545,deer,8
545,mouse,100
545,squirrel,8
546,deer,8
546,mouse,100
546,squirrel,8
547,deer,8
547,mouse,100
547,squirrel,8
548,deer,8
548,mouse,100
548,squirrel,8
549,deer,8
549,mouse,100
549,squirrel,8
550,deer,8
550,mouse,100
550,squirrel,8
551,deer,8
551,mouse,100
551,squirrel,8
552,deer,8
552,mouse,100
552,squirrel,8
553,deer,8
553,mouse,100
553,squirrel,8
554,deer,8
554,mouse,100
554,squirrel,8
555,deer,8
555,mouse,100
555,squirrel,8
556,deer,8
556,mouse,100
556,squirrel,8
557,deer,8
557,mouse,100
557,squirrel,8
558,deer,8
558,mouse,100
558,squirrel,8
559,deer,8
559,mouse,100
559,squirrel,8
560,deer,8
560,mouse,100
560,squirrel,8
561,deer,8
561,mouse,100
561,squirrel,8
562,deer,8
562,mouse,100
562,squirrel,8
563,deer,8
563,mouse,100
563,squirrel,8
564,deer,8
564,mouse,100
564,squirrel,8
565,deer,8
565,mouse,100
565,squirrel,8
566,deer,8
566,mouse,100
566,squirrel,8
567,deer,8
567,mouse,100
567,squirrel,8
568,deer,8
568,mouse,100
568,squirrel,8
569,deer,8
569,mouse,100
569,squirrel,8
570,deer,8
570,mouse,100
570,squirrel,8
571,deer,8
571,mouse,100
571,squirrel,8
572,deer,8
572,mouse,100
572,squirrel,8
573,deer,8
573,mouse,100
573,squirrel,8
574,deer,8
574,mouse,100
574,squirrel,8
575,deer,8
575,mouse,100
575,squirrel,8
576,deer,8
576,mouse,100
576,squirrel,8
577,deer,8
577,mouse,100
577,squirrel,8
578,deer,8
578,mouse,100
578,squirrel,8
579,deer,8
579,mouse,100
579,squirrel,8
580,deer,8
580,mouse,100
580,squirrel,8
581,deer,8
581,mouse,100
581,squirrel,8
582,deer,8
582,mouse,100
582,squirrel,8
583,deer,8
583,mouse,100
